iter	Logloss
405	0.007455869565
406	0.007452965006
407	0.007425787071
408	0.007414377143
409	0.007380937542
410	0.007367035469
411	0.007356135765
412	0.007353403735
413	0.007346719535
414	0.00733644743
415	0.007321743744
416	0.007315370342
417	0.007291989693
418	0.007283529945
419	0.007280481096
420	0.007274462264
421	0.007264669685
422	0.007239716178
423	0.007224453565
424	0.007221078803
425	0.007211803412
426	0.00718829962
427	0.007166025416
428	0.007152902534
429	0.007152903183
430	0.007152907644
431	0.007150466366
432	0.00715045207
433	0.007144115951
434	0.007135344465
435	0.00710508157
436	0.007073525478
437	0.007063211146
438	0.007050494295
439	0.007024790327
440	0.007006590322
441	0.007000896337
442	0.007000869783
443	0.006992478467
444	0.006984371573
445	0.006961116633
446	0.00694842718
447	0.006936591195
448	0.006925522282
449	0.006919926875
450	0.006914590792
451	0.00689467376
452	0.006870906659
453	0.006863964269
454	0.006850887651
455	0.006850863044
456	0.006845764831
457	0.006834223803
458	0.006814636021
459	0.006809647208
460	0.006804994077
461	0.006800632187
462	0.006793106958
463	0.006767166033
464	0.00673473727
465	0.006727634175
466	0.006727638096
467	0.006727634175
468	0.006727634175
469	0.006727635473
470	0.006727605891
471	0.006724566839
472	0.006724534985
473	0.00671440367
474	0.006713031981
475	0.006704277975
476	0.0066964913
477	0.00669431252
478	0.006675336314
479	0.00666510162
480	0.006641001398
481	0.006640998883
482	0.00663476019
483	0.006616551481
484	0.006610016629
485	0.006601478708
486	0.00659027771
487	0.006584417572
488	0.006566773169
489	0.006546090302
490	0.006523487205
491	0.006506792168
492	0.006502626546
493	0.006498714792
494	0.006491304664
495	0.006443845213
496	0.006421123427
497	0.006410694014
498	0.006406956521
499	0.006387778984
500	0.006387765436
501	0.006371445852
502	0.006366200021
503	0.006364222088
504	0.006361216651
505	0.006346644657
506	0.006332299635
507	0.006317092881
508	0.006308158919
509	0.006308158757
510	0.006308115799
511	0.006308068991
512	0.006308061925
513	0.006305224741
514	0.006302890161
515	0.006283113162
516	0.00626940615
517	0.006269401201
518	0.006263172316
519	0.006248112947
520	0.006235819092
521	0.006235819092
522	0.006235819092
523	0.006229825288
524	0.006207696903
525	0.006197136773
526	0.00617711361
527	0.006156667506
528	0.006144190402
529	0.006127360217
530	0.006106935198
531	0.006094525596
532	0.006083778884
533	0.006064772981
534	0.006053530042
535	0.006033844255
536	0.006023658038
537	0.006023658038
538	0.006015485147
539	0.006015468869
540	0.006007556901
541	0.005996891027
542	0.005989170133
543	0.005970923973
544	0.005970920511
545	0.005970908424
546	0.005970896833
547	0.0059708911
548	0.005970888829
549	0.005970891317
550	0.005970879743
551	0.00597087393
552	0.005970866953
553	0.005965375647
554	0.005965357719
555	0.005965368914
556	0.005965345226
557	0.005965358909
558	0.0059653515
559	0.005965364047
560	0.005965345605
561	0.005965353636
562	0.005965348363
563	0.005965351851
564	0.005965341765
565	0.005965337925
566	0.005965341792
567	0.005965342171
568	0.005965334707
569	0.005965328957
570	0.005965334717
571	0.005959987691
572	0.005959995019
573	0.005959995019
574	0.005959995019
575	0.005959995019
576	0.005959995019
577	0.005959995019
578	0.005959995019
579	0.005959995019
580	0.005959995019
581	0.005959995019
582	0.005959995019
583	0.005959995019
584	0.005959995019
585	0.005959995019
586	0.005959995019
587	0.005959995019
588	0.005959995019
589	0.005959995019
590	0.005959995019
591	0.005959995019
592	0.005959995019
593	0.005959995019
594	0.005959995019
595	0.005959995019
596	0.005959995019
597	0.005959995019
598	0.005959995019
599	0.005959995019
600	0.005959995019
601	0.005959995019
602	0.005959995019
603	0.005959995019
604	0.005959995019
605	0.005959995019
606	0.005959995019
607	0.005959995019
608	0.005959995019
609	0.005959995019
610	0.005959995019
611	0.005959995019
612	0.005959995019
613	0.005959995019
614	0.005959995019
615	0.005959995019
616	0.005959995019
617	0.005959995019
618	0.005959995019
619	0.005959995019
620	0.005959995019
621	0.005959995019
622	0.005959995019
623	0.005959995019
624	0.005959995019
625	0.005959995019
626	0.005959995019
627	0.005959995019
628	0.005959995019
629	0.005954855192
630	0.005954835227
631	0.005954817407
632	0.005954817407
633	0.005954817407
634	0.005954817407
635	0.005954817407
636	0.005954817407
637	0.005954817407
638	0.005954817407
639	0.005954817407
640	0.005954817407
641	0.005954817407
642	0.005954817407
643	0.005954817407
644	0.005954817407
645	0.005954817407
646	0.005954817407
647	0.005954817407
648	0.005954817407
649	0.005954817407
650	0.005954817407
651	0.005954817407
652	0.005954817407
653	0.005954817407
654	0.005954817407
655	0.005954817407
656	0.005954817407
657	0.005954817407
658	0.005954817407
659	0.005954817407
660	0.005954817407
661	0.005954817407
662	0.005954817407
663	0.005954817407
664	0.005954817407
665	0.005954817407
666	0.005954817407
667	0.005954817407
668	0.005954817407
669	0.005954817407
670	0.005954817407
671	0.005954817407
672	0.005954817407
673	0.005954817407
674	0.005954817407
675	0.005954817407
676	0.005954817407
677	0.005954817407
678	0.005954817407
679	0.005954817407
680	0.005954817407
681	0.005954817407
682	0.005954817407
683	0.005954817407
684	0.005954817407
685	0.005954817407
686	0.005954817407
687	0.005954817407
688	0.005954817407
689	0.005954817407
690	0.005954817407
691	0.005954817407
692	0.005954817407
693	0.005954817407
694	0.005954817407
695	0.005954817407
696	0.005954817407
697	0.005954817407
698	0.005954817407
699	0.005954817407
700	0.005954817407
701	0.005954817407
702	0.005954817407
703	0.005954817407
704	0.005954817407
705	0.005954817407
706	0.005954817407
707	0.005954817407
708	0.005954817407
709	0.005954817407
710	0.005954817407
711	0.005954817407
712	0.005954817407
713	0.005954817407
714	0.005954817407
715	0.005954817407
716	0.005954817407
717	0.005954817407
718	0.005954817407
719	0.005954817407
720	0.005954817407
721	0.005954817407
722	0.005954817407
723	0.005954817407
724	0.005954817407
725	0.005954817407
726	0.005954817407
727	0.005954817407
728	0.005954817407
729	0.005954817407
730	0.005954817407
731	0.005954817407
732	0.005954817407
733	0.005954817407
734	0.005954817407
735	0.005954817407
736	0.005954817407
737	0.005954817407
738	0.005954817407
739	0.005954817407
740	0.005954817407
741	0.005954817407
742	0.005954817407
743	0.005954817407
744	0.005954817407
745	0.005954817407
746	0.005954817407
747	0.005954817407
748	0.005954817407
749	0.005954817407
750	0.005954817407
751	0.005954817407
752	0.005954817407
753	0.005954817407
754	0.005954817407
755	0.005954817407
756	0.005954817407
757	0.005954817407
758	0.005954817407
759	0.005954817407
760	0.005954817407
761	0.005954817407
762	0.005954817407
763	0.005954817407
764	0.005954817407
765	0.005954817407
766	0.005954817407
767	0.005954817407
768	0.005954817407
769	0.005954817407
770	0.005954817407
771	0.005954817407
772	0.005954817407
773	0.005954817407
774	0.005954817407
775	0.005954817407
776	0.005954817407
777	0.005954817407
778	0.005954817407
779	0.005954817407
780	0.005954817407
781	0.005954817407
782	0.005954817407
783	0.005954817407
784	0.005954817407
785	0.005949882843
786	0.00594988498
787	0.005949873244
788	0.005949864888
789	0.005949874569
790	0.00594987081
791	0.005949862076
792	0.005949869918
793	0.005949854505
794	0.005949863726
795	0.005949852044
796	0.005949863942
797	0.005949863239
798	0.005949853126
799	0.00594985848
800	0.005949852044
801	0.005949861211
802	0.005949850043
803	0.005949856344
804	0.005949855857
805	0.005949853856
806	0.005949852801
807	0.005949848583
808	0.00594985053
809	0.005949846663
810	0.005949838199
811	0.005949858777
812	0.005949850719
813	0.00594984185
814	0.005949834359
815	0.005949837631
816	0.005949841823
817	0.00594982476
818	0.005949832521
819	0.005949833359
820	0.005949821515
821	0.005949825733
822	0.005949813808
823	0.005949809401
824	0.005949807156
825	0.005949805453
826	0.005949808454
827	0.005949806832
828	0.005949819
829	0.005949815485
830	0.005949805263
831	0.005949804155
832	0.005949801072
833	0.005949807481
834	0.005949805642
835	0.005949802127
836	0.005949801829
837	0.005949806534
838	0.005949809915
839	0.005949802073
840	0.005949795772
841	0.005949798044
842	0.005949803479
843	0.005949787876
844	0.005949785389
845	0.005949797962
846	0.00594980475
847	0.005949787633
848	0.005949785389
849	0.005949788336
850	0.005949783523
851	0.005949781819
852	0.005949762647
853	0.005949749641
854	0.005949747937
855	0.00594973128
856	0.005949733038
857	0.005949727368
858	0.005949712171
859	0.005949724908
860	0.005949730343
861	0.005949715633
862	0.00594972361
863	0.005949724827
864	0.00594971136
865	0.005949716119
866	0.005949702437
867	0.00594969738
868	0.005949696542
869	0.005949699679
870	0.005949699625
871	0.005949690431
872	0.005949686014
873	0.005949681336
874	0.005949671195
875	0.00594966402
876	0.005949669131
877	0.005949657071
878	0.005949668266
879	0.005949651834
880	0.005949640828
881	0.005949640261
882	0.005949634907
883	0.005949629039
884	0.0059496166
885	0.005949620061
886	0.005949616492
887	0.00594959248
888	0.00594959166
889	0.005949573164
890	0.005949575409
891	0.005949569108
892	0.005949564998
893	0.00594955383
894	0.005949563078
895	0.005949563511
896	0.00594955118
897	0.005949559634
898	0.005949555497
899	0.005949548548
900	0.0059495446
901	0.005949550359
902	0.005949557552
903	0.00594955109
904	0.005949545222
905	0.005949530971
906	0.005949529673
907	0.0059495456
908	0.005949532053
909	0.005949534162
910	0.005949523859
911	0.005949524563
912	0.005949518695
913	0.005949503822
914	0.005949510258
915	0.005949516703
916	0.005949513837
917	0.005949509186
918	0.005949497207
919	0.005949508591
920	0.005949493259
921	0.005949508077
922	0.005949509862
923	0.00594949654
924	0.005949513522
925	0.005949508086
926	0.005949489131
927	0.005949487589
928	0.005949475439
929	0.005949464028
930	0.005949469328
931	0.005949416553
932	0.005949419049
933	0.005949416156
934	0.005949424403
935	0.005949423944
936	0.005949405853
937	0.005949419671
938	0.005949412641
939	0.005949407854
940	0.00594940269
941	0.005949416345
942	0.005949394064
943	0.005949400517
944	0.005949380236
945	0.005949391648
946	0.005949381426
947	0.005949379182
948	0.005949375099
949	0.005949374666
950	0.005949351907
951	0.005949360641
952	0.005949349906
953	0.005949346715
954	0.005949348716
955	0.005949340902
956	0.005949328733
957	0.005939998483
958	0.005899793279
959	0.005890941866
960	0.00588394354
961	0.005876423912
962	0.005869212113
963	0.005862520953
964	0.005862503376
965	0.005851442789
966	0.005841533391
967	0.005830712801
968	0.005823725943
969	0.005814769418
970	0.005814739943
971	0.005814738095
972	0.005814729334
973	0.005814706115
974	0.005814693758
975	0.005814695651
976	0.005814695651
977	0.005814695651
978	0.005814695651
979	0.005814695651
980	0.005814695651
981	0.005814695651
982	0.005814695651
983	0.005814695651
984	0.005814695651
985	0.005814695651
986	0.005814695651
987	0.005814695651
988	0.005814695651
989	0.005814695651
990	0.005814695651
991	0.005814695651
992	0.005814695651
993	0.005814695651
994	0.005814695651
995	0.005814695651
996	0.005814695651
997	0.005814695651
998	0.005814695651
999	0.005814695651
